Query,Ambiguity Type,Retrieved,Retrieved Count,Context Length,Retrieved Context,Ground Truth,Prediction,Similarity,Expert1,Expert2,Final Label,,,,,,
Were the Trikut Buru hills historically part of a larger reserved forest?,Temporal Spatial Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Yes, the Trikut Buru hills were historically part of a larger reserved forest area notified during the British colonial period, later divided into separate forest blocks."," The Trikut Buru Hills, located in Nagaland, India, were not part of any large reserved forest prior to British colonial rule. However, the area has significant cultural and historical importance for various Naga tribes who have inhabited the region for centuries.

Before the British colonization, the region was primarily covered by dense forests and was inhabited by various Naga tribes such as Ao, Angami, and Pochury. The British colonial administration began to administer these areas as part of the Naga Hills District in 1866, which was later split into two districts – the Naga Hills-Tuensang Area (NHTA) and Tamenglong district – after India's independence in 1947.

During British rule, various efforts were made to create reserved forests in the region to conserve the forest resources for timber production and other purposes. In the early 20th century, the Naga Hills District was declared a 'Reserved Forest' under the Indian Forest Act of 1878, but it did not include the Trikut Buru Hills specifically.

After India's independence, the region continued to be governed by various district administrations, and some efforts were made to create protected areas for conservation purposes. In recent years, there have been discussions about declaring parts of the Trikut Buru Hills as a wildlife sanctuary or national park, but no formal decisions have been made yet.

Overall, while the Trikut Buru Hills were not historically part of a large reserved forest, they have significant cultural and ecological importance for the local communities and have been impacted by various colonial and post-colonial policies aimed at conservation and resource management.",0.6652,Not Correct,Not Correct,Halucinate,0,0,1676,170,9.858823529,1
What are the indigenous (Santhali) names for the Deoghar region?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Santali names for the Deoghar region include ""Boidanath Dham"", ""Deoghar"", and ""Baba Dham Disam"" (land of Baba Dham)."," The Deoghar region, known as ""Deo Garh"" in Hindi, does not have a predominant Santhali name. However, the Santhal tribe is one of the major tribal groups present in the Jharkhand state, where Deoghar is located. One of the traditional Santhali names for the area could be ""Seraikela"" or ""Serajeli,"" which refers to a region encompassing parts of present-day West Bengal and Jharkhand, including territories around Deoghar. It's essential to note that different Santhal communities might use different terms for the same areas due to linguistic and regional variations among them. For more accurate information, consult with local experts or anthropological resources specializing in Santhali studies.",0.6303,Not Correct,Not Correct,Halucinate,0,0,701,120,5.841666667,1
What is adjacent to Trikut Buru base?,Spatial Part Ambiguity | Relational Semantic Ambiguity,N/A,N/A,N/A,N/A,The village of Trikutpar and the trek starting point for Trikut Buru are located adjacent to the base of the hill.," The term ""Trikut Buru"" isn't widely recognized, so I'm going to assume you meant Triquet Buru, which is a small island in the Cocos (Keeling) Islands, an Australian external territory in the Indian Ocean.

If we are looking at the geographical context of Triquet Buru in the Cocos (Keeling) Islands, its closest neighbors would be:

1. West Island: located approximately 500 meters west of Triquet Buru.
2. Direction Island: located to the northeast, about 680 meters away.
3. Little Dorre: situated roughly 460 meters southeast of Triquet Buru.
4. South Island: lies about 1.2 kilometers south-southeast of Triquet Buru.
5. North Island: located approximately 1.4 kilometers north-northwest of Triquet Buru.
6. Home Island: found around 3.5 kilometers west of Triquet Buru, making it the largest island in the Cocos (Keeling) Islands.
7. Pulu Modjokuto: an uninhabited island about 2.1 kilometers north-northwest of Triquet Buru.
8. Annie's Landing: a small landing area located on the southwestern coast of Home Island, approximately 3.5 km west of Triquet Buru.
9. Oceano Island: found around 12 kilometers to the southeast of Triquet Buru.",0.5509,Not Correct,Not Correct,Halucinate,0,0,1144,114,10.03508772,1
"What is next to Sadar Hospital, Deoghar?",Relational Semantic Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,The Deoghar District Civil Surgeon Office and the Deoghar police lines area are located adjacent to Deoghar Sadar Hospital.," Sadar Hospital in Deoghar, India, is located in the city center. Surrounding it, you'll find various commercial and residential areas. Specifically, some notable places near Sadar Hospital include:

1. Birla Mandir (Deoghar Temple) - A famous Hindu temple dedicated to Lord Shiva, located just a short distance away.
2. Deoghar Bus Stand - The main bus station in Deoghar, providing transportation to various destinations.
3. Deoghar railway station - The nearest railhead that connects Deoghar to other cities and towns.
4. Market areas like Station Road, Mahatma Gandhi Chowk, and Hanuman Chowk - These are bustling commercial districts with shops, restaurants, and local businesses.
5. Government offices and schools - Including the Sub-Divisional Magistrate (SDM) office, district court, post office, and various educational institutions.
6. Baba Falls - A picturesque waterfall located around 4 km from Deoghar town.
7. Satsanga Ashram - A spiritual center founded by Baba Umeshwar Singh Maharaj, located near the Birla Mandir.",0.6947,Not Correct,Not Correct,Halucinate,0,0,1033,123,8.398373984,1
What is Ol Chiki name Dumka?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Ol Chiki spelling of Dumka is ""ᱰᱩᱢᱠᱟ""."," In the Ol Chiki script, which is used to write the Santali language, there doesn't appear to be a direct equivalent for the word ""Dumka."" The word ""Dumka"" is a place name in India and it comes from the Bengali language. However, Santali, being a Dravidian language spoken primarily by the Munda people of India, has its own vocabulary and scripts. If you're interested in learning more about Ol Chiki or the Santali language, I would recommend looking into resources dedicated to those topics.",0.6901,Not Correct,Not Correct,Halucinate,0,0,494,52,9.5,1
What is Santali name for Dumka?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Santali name for Dumka is ""ᱰᱩᱢᱠᱟ"" (Dumka pronounced with a glottal stop)."," The Santali name for Dumka, a city in the Indian state of Jharkhand, is ""Dumkagarh"" or ""Dumka-haat"". However, it's important to note that the Santali language has multiple dialects, and the exact name may vary slightly depending on the specific dialect.",0.7988,Correct,Not Correct,Ok,1,1,254,87,2.91954023,0
What is the area of Deoghar?,Locational Extent Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The total area of Deoghar district is about 2477 square kilometres.," Deoghar, also known as Deoghar district, is a district in Jharkhand, India. As of 2011, the district has an area of approximately 3,459 square kilometers (1,336 sq mi). However, for the most accurate and current information, it's best to refer to official sources such as the Census of India or the Government of Jharkhand.",0.8511,Not Correct,Not Correct,Halucinate,1,1,324,67,4.835820896,1
What is the area of Dumka?,Locational Extent Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The Dumka district covers a total geographical area of about 3716 square kilometres.," Dumka is a city and a municipality in Jharkhand, India. However, I don't have real-time data access to provide the current area of Dumka. For the most accurate and up-to-date information, you can refer to official sources such as government websites or census data. As of my last update, Dumka is a district that covers an area of approximately 2519 square kilometers (971 sq mi). But this might have changed since then.",0.8862,Not Correct,Not Correct,Halucinate,1,1,421,84,5.011904762,1
What is the average depth of the Mansarovar pond?,Geometric Result Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,Average depth is about 10 meters.," The depth of Lake Manasarovar, located in Tibet, China, near Mount Kailash, varies significantly due to seasonal changes. However, an approximate average depth is around 38 meters (125 feet). It's important to note that this information might not be entirely accurate as the lake's depth can change based on various factors like snowmelt and sedimentation. For more precise data, it would be best to consult recent scientific studies or local authorities.",0.5325,Not Correct,Not Correct,Halucinate,0,0,456,33,13.81818182,1
What is the average spacing between the three crests of Trikut Buru?,Relational Geometric Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The average horizontal spacing between the three crests of Trikut Buru is about 300 metres.," The Trikut Buru, also known as the Triple Peak of Buru Island in Indonesia, does not have a specific and uniform spacing between its three crests. The distances vary due to the irregular shape of the peaks. For precise measurements, one would need geographical data or topographic maps that provide details about the island's features. As I am just an AI model, I do not have access to real-world data. However, if you are interested in detailed information about the Trikut Buru, I recommend consulting a reliable source such as Google Earth or topographic maps provided by government agencies.",0.7956,Not Correct,Not Correct,Halucinate,1,1,596,91,6.549450549,1
What is the boundary length of Baidyanathdham temple complex?,Locational Extent Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The perimeter of the Baidyanathdham temple complex boundary wall is approximately 400 metres.," I couldn't find specific information about the exact boundary length of the Baidyanathdham Temple complex. However, it is located in Deogarh district in the state of Jharkhand, India, and covers a large area that includes the main temple, various other temples, and the surrounding buildings and courtyards. The complex is considered one of the 12 Jyotirlingas and is known for its historical and religious significance. If you need more specific information about the size or dimensions of the temple complex, I would recommend consulting a reliable source such as a book on Indian temples or archaeological records related to the site.",0.7282,Not Correct,Not Correct,Halucinate,0,1,638,93,6.860215054,1
What is the carriageway width of the main road passing through Deoghar?,Geometric Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The carriageway width of the main road passing through Deoghar is mostly 7 meters.," I don't have real-time data or specific information about the carriageway width of a particular road like the one passing through Deoghar. For accurate information, you may want to refer to local traffic authorities, city planning departments, or GPS mapping services.",0.7802,Not Correct,Not Correct,Halucinate,1,1,269,82,3.280487805,1
What is the catchment area of the Mansarovar pond’s watershed?,Locational Extent Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,The catchment consists of an urban footprint of roughly 1.5 to 2 square kilometres encompassing the immediate temple vicinity.," The Mansarovar Lake, located in Tibet (autonomous region of China), is a high-altitude freshwater lake situated near Mount Kailash. Its catchment area, also known as its watershed or drainage basin, is not well-defined due to the complex and vast geography of the region. However, it's estimated that the catchment area includes parts of Tibet, India (the state of Uttarakhand), and Nepal.

The main sources of water for Mansarovar are the glaciers melting from Mount Kailash. The Rakshas Tal (Lake Manas Sarovar in India) lies to the northwest of Mansarovar Lake, and they are interconnected by the Ghunsa Nala (river). Together, these two lakes form a shared basin.

To get an accurate assessment of the catchment area, it would require detailed topographical studies, geographical surveys, and hydrological analysis, which have not been comprehensively done yet due to the challenging terrain and political sensitivities involved.",0.3864,Not Correct,Not Correct,Halucinate,0,0,934,126,7.412698413,1
What is the colloquial name used by locals for Dumka Sadar Hospital?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"Locals colloquially refer to Dumka Sadar Hospital as ""Sadar Aspatal"" or simply ""Sadar Hospital""."," I don't have real-time data or the ability to know local colloquial names for specific locations unless they are widely known. However, Dumka Sadar Hospital is a government hospital located in Dumka district of Jharkhand, India and it doesn't have a common colloquial name that I am aware of. People might just refer to it as ""Dumka Sadar Hospital,"" or in some cases, informally as ""Sadar Hospital."" It would be best to ask someone from the area for its local nickname if one exists.",0.8325,Not Correct,Not Correct,Halucinate,1,1,484,96,5.041666667,1
What is the crow-fly distance from Dumka to its nearest district headquarters?,Relational Geometric Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The nearest district headquarters to Dumka by straight-line distance is Deoghar, approximately 55 kilometres away."," I'm sorry for any inconvenience, but I don't have real-time data access. As of my last update, Dumka is a city in the Indian state of Jharkhand and the district headquarters is also located in Dumka. However, if you're referring to the nearest district headquarters other than Dumka, Sadar (Pakur) would be the closest. The crow-fly distance between Dumka and Sadar (Pakur) is approximately 63 kilometers. For exact and up-to-date information, I recommend checking a reliable online map service like Google Maps or Bing Maps.",0.8316,Not Correct,Not Correct,Halucinate,1,1,526,114,4.614035088,1
"What is the Devanagari spelling of ""Dumka"" used in government gazettes?",Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Devanagari spelling of Dumka used in government gazettes is ""दुमका""."," In Devanagari script, the word ""Dumka"" (pronounced as 'Doom-kah') used in government gazettes would be written as डुमका. However, it's important to note that this is a simplified representation and there may be minor variations depending on regional differences in handwriting or calligraphy styles. In official documents, it's always best to consult the original source for accurate spelling.",0.8489,Not Correct,Not Correct,Halucinate,1,1,404,82,4.926829268,1
What is the direct linear distance between Deoghar and Jasidih?,Relational Geometric Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The direct linear distance between Deoghar railway station and Jasidih Junction is about 6 kilometres.," Deoghar and Jasidih are located in India, specifically in Jharkhand state. The direct linear distance between these two towns can be calculated using latitude and longitude coordinates.

Deoghar: (24.05° N, 87.32° E)
Jasidih: (24.16° N, 85.97° E)

Using the Haversine formula to calculate the distance between two points on a sphere, the approximate linear distance between Deoghar and Jasidih is around 134 kilometers (83 miles). However, this is a straight-line distance and actual travel distance may vary based on the route taken. For an accurate road distance or travel time, it's recommended to check with a mapping service like Google Maps or Waze.",0.7728,Not Correct,Not Correct,Halucinate,1,1,660,102,6.470588235,1
What is the distance between Dumka and Deoghar?,"Spatial Granularity Ambiguity | Relational Geometric Ambiguity, Geometric Result Ambiguity",N/A,N/A,N/A,N/A,The road distance between Dumka and Deoghar is approximately 65 to 70 kilometres.," The distance between Dumka and Deoghar can vary depending on the exact locations within these cities. However, if you are referring to the distance between Dumka and Deoghar in Jharkhand, India, it's approximately 156 kilometers (97 miles) as the crow flies. But by road, due to winding routes and potential traffic, it can take around 4-5 hours to travel this distance, depending on the mode of transportation. For the most accurate information, I recommend using a mapping service like Google Maps or Waze.",0.8926,Not Correct,Not Correct,Halucinate,1,1,509,81,6.283950617,1
What is the distance between Parasnath Hill and Marang Buru?,Toponymical Semantic Ambiguity | Relational Geometric Ambiguity,N/A,N/A,N/A,N/A,The straight-line distance between Parasnath Hill (Giridih) and Marang Buru (Dumka) is approximately 120-130 kilometres.," Parasnath Hill is located in India, specifically in Jharkhand, while Marang Buru is situated in Indonesia. Due to the vast geographical distance between these two locations, calculating the exact distance between them is not straightforward and would require specific tools or software for determining distances on a global scale. However, you can find an approximate distance if you know the cities they are closest to with readily available latitude and longitude coordinates. For example, Deoghar (24.5187° N, 87.4094° E) is the nearest city to Parasnath Hill, while Medan (3.6036° N, 98.6056° E) is the closest city to Marang Buru. Using these coordinates, you can estimate the distance using online tools or software designed for geographical measurements.",0.7931,Not Correct,Not Correct,Halucinate,1,1,766,120,6.383333333,1
What is the driving distance between Mansarovar pond and the Dumka bus depot?,Relational Geometric Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,The driving distance between Mansarovar pond (Deoghar) and Dumka bus depot is approximately 68 to 72 kilometres.," Mansarovar Lake is located in Tibet, China, near Mount Kailash, which is far from Dumka, a city in Jharkhand, India. The exact distance between these two points cannot be determined due to the lack of a direct road connection. However, the shortest overland route would involve travel through several countries, including China, Nepal, and India. This journey would cover thousands of kilometers and is typically made by pilgrims on foot or via organized tours. Therefore, it's not feasible to provide a driving distance for this trip.",0.5708,Not Correct,Not Correct,Halucinate,0,0,536,112,4.785714286,1
What is the elevation gain when climbing from the base to the highest point of Trikut Buru?,Relational Geometric Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The elevation gain from the base to the highest peak of Trikut Buru is approximately 350 to 400 metres.," Trikut Buru, also known as Trigon Hill, is a small hill in Kodaikanal, India. The exact height and elevation gain from the base to the highest point might vary depending on where the base is defined. However, the official height of Trikut Buru is about 2400 meters (7874 feet) above sea level.

If you start from the town of Kodaikanal, which is approximately 2150 meters (7053 feet) above sea level, the elevation gain for climbing to Trikut Buru would be around 250 meters (820 feet). Keep in mind that these are rough estimates and the actual values may differ slightly due to variations in starting points or measurement methods. Always check with local authorities or guides for accurate information when planning a hike.",0.7973,Not Correct,Not Correct,Halucinate,1,1,727,103,7.058252427,1
What is the exact altitude of the Marang Buru peak?,Geometric Result Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,"Marang Buru peak is 1,365 metres above sea level."," Marang Buru, also known as Gunung Kerinci, is located in Sumatra, Indonesia. It's the highest volcano on the island and Southeast Asia, with an elevation of approximately 3,805 meters (12,481 feet) above sea level. However, it's important to note that exact measurements can vary slightly due to environmental factors such as erosion or snow accumulation. If you need the most recent measurement, I would recommend checking a reliable source like the Global Volcanism Program or the Indonesian Institute of Sciences (LIPI).",0.6987,Not Correct,Not Correct,Halucinate,0,0,524,49,10.69387755,1
What is the extent of Marang Buru?,Locational Extent Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,The Marang Buru hill area covers roughly 10-12 square kilometres in the Dumka-Godda uplands.," Marang Buru is a geographical location in Indonesia, specifically on the island of Halmahera. It's part of North Maluku province and more specifically, it's located within the Tobelo Regency. However, without additional context, it's difficult to provide specific details about its extent or size. For a precise measurement, you might want to refer to official geographical or administrative databases.",0.6401,Not Correct,Not Correct,Halucinate,0,0,403,92,4.380434783,1
What is the extent of Trikut Buru?,Locational Extent Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,The Trikut Buru hill complex spans an area of approximately 8-10 square kilometres.," Trikut Buru, also known as the Buru Triangle, refers to an area in the Bismarck Archipelago of Papua New Guinea. It is often associated with maritime myths due to its remote location and vast size, covering approximately 970,000 square kilometers (370,000 square miles). However, it's important to note that the exact extent can vary depending on the specific boundaries defined in various sources. It's not a geographical feature or political entity as such but rather a term used in maritime folklore and adventure stories.",0.6707,Not Correct,Not Correct,Halucinate,0,0,526,83,6.337349398,1
What is the floor area of the main Baidyanathdham temple hall?,Geometric Result Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The floor area of the main Baidyanathdham temple hall is roughly 400 sq m.," I don't have real-time data access, but I can provide you with an approximate figure based on information available online. The main temple hall of Baidyanath Temple in Deogarh, India, also known as Vaidyanath Dham, is approximately 160 feet by 75 feet (12,000 square feet or about 1,115 square meters). However, this number may vary due to the presence of various structures and decorative elements within the temple complex. For the most accurate information, I recommend visiting official temple websites or contacting local authorities.",0.704,Not Correct,Not Correct,Halucinate,0,1,541,74,7.310810811,1
What is the geometry type of the Mayurakshi River flowing past Dumka?,Location Geometry Type Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The Mayurakshi River should be mapped as a Line geometry type.," The Mayurakshi River, which flows past Dumka in India, is primarily identified as a river. However, for more precise geographical analysis, it can be categorized as a tributary of the Ganges River, specifically a left-bank tributary. It's a meandering river that exhibits some characteristics typical of braided rivers due to the deposition of sediments. But overall, it falls under the category of a natural water body or hydrographic feature rather than a specific geometric shape like a square, circle, or triangle.",0.6938,Not Correct,Not Correct,Halucinate,0,0,519,62,8.370967742,1
What is the height of Marang Buru?,Geometric Result Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,"Marang Buru peak is 1,365 metres above sea level."," Marang Buru, also known as Mount Marang or Gunung Marang Buru, is a volcano in Indonesia. The last known measurements put its height at approximately 1,543 meters (or about 5,062 feet) above sea level. However, it's important to note that the exact height can vary slightly due to changes in the volcanic structure over time. Always refer to the most recent data for the most accurate information.",0.7563,Not Correct,Not Correct,Halucinate,1,1,398,49,8.12244898,1
What is the highest point (elevation) within Dumka district?,Geometric Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The highest point (located in the Dumka–Godda Uplands) is about 750 meters above sea level.," The highest point within the Dumka district, which is located in the Indian state of Jharkhand, is the Chotanagpur Plateau. However, if you're referring to a specific peak, Sadan-Kuan is considered the highest with an elevation of approximately 767 meters (2516 feet). It's important to note that these are relative heights compared to the surrounding area and not mountainous regions, as Dumka district is part of the Chotanagpur Plateau.",0.7236,Not Correct,Not Correct,Halucinate,0,1,440,93,4.731182796,1
What is the jurisdictional extent of the Dumka municipal council?,Spatial Granularity Ambiguity | Locational Extent Ambiguity,N/A,N/A,N/A,N/A,"The Dumka municipal council jurisdiction covers an area of approximately 9 to 10 square kilometres, encompassing the core urban wards."," The jurisdictional extent of the Dumka Municipal Council, located in Jharkhand, India, includes the city of Dumka itself and its adjacent areas. However, for precise details about the exact boundaries, you might want to refer to official documents such as maps or contacting local authorities directly.

Dumka Municipal Corporation was upgraded from a Nagar Panchayat to a Municipal Corporation in 2017. The total area of its jurisdiction is approximately 43.56 square kilometers (as per the data available online). It oversees various administrative, infrastructure, and development activities within this area.",0.8481,Not Correct,Not Correct,Halucinate,1,1,613,134,4.574626866,1
What is the length of the Deoghar–Jasidih railway line segment?,Geometric Result Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,Length of the Deoghar Junction to Jasidih Junction railway line segment is about 6 Km.," The Deoghar-Jasidih railway line segment is part of the North East Railway zone in India. The exact length of this specific rail line segment can vary, as it's often subject to changes due to expansion or modification projects. As of my last update, the Deoghar-Jasidih section is approximately 95 kilometers (about 59 miles) long. However, for the most accurate and up-to-date information, I recommend checking the official website of Indian Railways or contacting them directly.",0.8608,Not Correct,Not Correct,Halucinate,1,1,481,86,5.593023256,1
What is the length of the Trikut Buru trek route?,Geometric Result Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,About 2 km from the base to the peak.," The Trikut Buru Trek, located in Arunachal Pradesh, India, is approximately 23 kilometers (14.3 miles) long. However, the exact length can vary slightly depending on the starting and ending points of the trek. Always remember to consult with a local guide or tour operator for accurate and up-to-date information before embarking on any trek.",0.3465,Not Correct,Not Correct,Halucinate,0,0,343,37,9.27027027,1
What is the linear distance from Deoghar to the West Bengal state border?,Relational Geometric Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The straight-line distance from Deoghar city to the West Bengal state border (eastward) is approximately 45 to 50 kilometres.," To provide an accurate answer, I need to know the specific location within Deoghar from which you want to measure the distance to the West Bengal state border. However, if we consider Deoghar town as the reference point, the linear distance (as a crow flies) to the West Bengal-Jharkhand border near Barakar is approximately 85 kilometers. This border is the nearest point between Deoghar and West Bengal. Please verify this with a more precise source for accurate results.",0.8362,Not Correct,Not Correct,Halucinate,1,1,474,125,3.792,1
What is the linear extent of the Trikut Buru hill range?,Locational Extent Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,The Trikut Buru hill range extends linearly for approximately 4 to 5 kilometres along its main axis.," I don't have real-time data or the ability to browse the internet, so I'm unable to provide you with the exact linear extent of the Trikut Buru hill range. However, I can tell you that it's a mountain range located in Arunachal Pradesh, India, and it's part of the Himalayas. For more accurate information, I would recommend consulting a reliable map or using a geographical database.",0.8137,Not Correct,Not Correct,Halucinate,1,1,385,100,3.85,1
What is the location of Marang Buru?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Marang Buru is situated in Dumka district, Jharkhand, approximately 30-35 kilometres from Dumka town in the Godda uplands region."," Marang Buru is a small island located in Indonesia. It belongs to the Maluku Islands, specifically the Banda Sea, and more precisely it's part of the Banda Islands archipelago. The Banda Islands are known for their volcanic origin, colonial history, and nutmeg production.",0.7123,Not Correct,Not Correct,Halucinate,0,1,273,129,2.11627907,1
What is the Ol Chiki spelling of Mansarovar?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Ol Chiki spelling of Mansarovar is ""ᱢᱟᱱᱥᱟᱨᱳᱵᱚᱨ"" (Mansarovar)."," Mansarovar in Ol Chiki (the script used for writing Sanskrit in the Meitei Mayek system, used by Manipuri people) does not have a direct translation or equivalent. However, a phrase that could loosely translate to ""Lake Mansarovar"" in Manipuri is ""Mansarova Loktakpi"", where ""Loktakpi"" means lake. The word for 'lake' might change based on the specific dialect of Manipuri. Here's how you can write it phonetically using Ol Chiki:

ਮਾਂਸੱਰোਵড় লওক্তাকপি (Mānsarōvar Loktākapi)",0.5893,Not Correct,Not Correct,Halucinate,0,0,514,85,6.047058824,1
What is the old name of Marang Buru?,Toponymical Naming Ambiguity | Temporal Spatial Ambiguity,N/A,N/A,N/A,N/A,"The old name of Marang Buru is the same; ""Marang Buru"" in Santali means ""Big Hill"" and it has been known by this indigenous name historically; colonial records also refer to it as ""Marang Hill""."," Marang Buru, also known as Mount Buru, is a mountain in Indonesia. However, I couldn't find historical records that indicate it had an old name different from what it is currently known as. If there are any specific sources or contexts you are referring to, I would be happy to help further!",0.7797,Correct,Correct,Ok,1,1,292,194,1.505154639,0
What is the perimeter of the Mansarovar pond?,Locational Extent Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,The perimeter of Mansarovar pond is approximately 180 to 200 metres.," The Mansarovar Lake, located in western Tibet, has an approximate diameter of about 8 km. To find the perimeter of a circle, you can use the formula 2 * pi * r, where r is the radius. Since the diameter is given as 8 km, the radius would be half of that, or approximately 4 km.

So, the perimeter of Mansarovar Lake would be about 2 * pi * 4 = 25.13 kilometers (approximately). Keep in mind that this is an estimate, as the lake's exact shape may vary due to natural changes and variations in measurement techniques.",0.7088,Not Correct,Not Correct,Halucinate,0,1,517,68,7.602941176,1
What is the population of Dumka?,Spatial Granularity Ambiguity | Temporal Spatial Ambiguity,N/A,N/A,N/A,N/A,"According to the 2011 census, the population of Dumka district is approximately 1.32 million; Dumka municipal town has a population of about 47000."," As of 2021, the estimated population of Dumka, a city in the Indian state of Jharkhand, is approximately 138,759 people. However, for the most accurate and up-to-date information, it's best to refer to official sources like census data or government websites.",0.8917,Correct,Correct,Ok,1,1,260,147,1.768707483,0
What is the road distance between Baidyanathdham and Mansarovar?,Relational Geometric Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,"Baidyanathdham temple and Mansarovar pond are adjacent to each other, so the walking distance is negligible (under 50 metres); there is no separate road distance."," Baidyanathdham is located in Jharkhand, India, while Mansarovar is a lake situated in Tibet, China. To calculate the road distance between these two locations isn't accurate because there are no roads connecting Baidyanathdham with Mansarovar directly.

If you're interested in traveling from Baidyanathdham to the nearest major city with international airports (like Delhi or Kolkata) and then flying to China, it would be more feasible to find the flight distance between those cities and Lhasa, which is the closest city with an airport near Mansarovar. However, this travel would involve a combination of flights, possibly layovers, and overland transportation to reach Mansarovar.

For an accurate calculation of the air distance between Lhasa and Gaya (nearest major airport to Baidyanathdham), you can use online tools like greatcirclemap.com or flightdistancecalculator.com. Keep in mind that these tools provide approximate values, as actual travel distances may vary due to factors such as wind, air traffic patterns, and the specific flight paths taken.",0.6659,Not Correct,Not Correct,Halucinate,0,0,1065,162,6.574074074,1
What is the road distance between Deoghar and Dumka?,Spatial Granularity Ambiguity | Relational Geometric Ambiguity,N/A,N/A,N/A,N/A,The road distance between Deoghar and Dumka via NH-114A is approximately 65 to 70 kilometres.," The road distance between Deoghar and Dumka is approximately 150 kilometers (93 miles). This distance can vary depending on the specific routes taken, as there may be multiple roads connecting these two cities in India. For accurate driving directions and estimated travel times, it's recommended to use a mapping service or GPS device.",0.8424,Not Correct,Not Correct,Halucinate,1,1,337,93,3.623655914,1
What is the Santali name for Baidyanathdham?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Santali name for Baidyanathdham is ""Boidanath"" or ""Baidyanath Dham"", often referred to descriptively as ""Boidanath Jaher Than"" (sacred place) in Santali oral tradition."," The Santali language, like many tribal languages in India, does not have an extensive written tradition and there isn't a standardized transliteration system from Hindi to Santali. Therefore, it might be challenging to provide an accurate translation of ""Baidyanathdham"" directly into Santali. However, I found that the name ""Baidyanath"" is sometimes translated as ""Dhorai-Murmu"" or ""Dhoraimurmu"" in some sources, which refers to a local deity considered sacred by some Santal tribes. But without more specific context or information, it's difficult to provide an accurate translation for the entire phrase ""Baidyanathdham."" It is best to consult with a knowledgeable Santali speaker or researcher for a precise answer.",0.863,Not Correct,Not Correct,Halucinate,1,1,720,172,4.186046512,1
What is the Santhali name for the Mayurakshi River?,Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"The Santhali name for the Mayurakshi River is ""Morokhi"" or ""Mayuraksi"", which is close to the Bengali/Sanskrit form and means ""peacock-eyed"" in Santali usage as well."," The Mayurakshi River, which is a significant river in West Bengal, India, does not have a specific Santhali name. However, it's important to note that the Santhal community resides mainly in Jharkhand and parts of West Bengal, and they have their own language known as Santhali or Ol Chiki. The Mayurakshi River is more commonly recognized by its Bengali name. If you have information suggesting a different Santhali name, I would be happy to learn about it!",0.7882,Correct,Not Correct,Ok,1,1,459,166,2.765060241,0
